Name;Metric;Value;Agrupation
Percentage of Accepted + Wait - Vendor out of all Accepted + Wait activities;Percentage of 'Accepted + Wait - Vendor' out of all 'Accepted + Wait';0.05;
Number of Accepted + Wait - Vendor;Number of 'Accepted + Wait - Vendor' activities;299;
Percentage of Accepted + Wait - Vendor before Completed + Resolved;Percentage of 'Accepted + Wait - Vendor' out of all 'Completed + Resolved';0.04;
Number of Accepted + Wait - Vendor that are preceded by Queued + Awaiting Assignment;Number of 'Accepted + Wait - Vendor' activities for cases where activity 'Queued + Awaiting Assignment' occurs;242;
Percentage of Accepted + Wait - Vendor in variants ending with Completed + Closed;Percentage of 'Accepted + Wait - Vendor' out of all 'Completed + Closed';0.04;
Percentage of Accepted + Wait - Vendor from all wait-type activities;Percentage of 'Accepted + Wait - Vendor' out of all 'Accepted + Wait - User';0.04;
Number of Accepted + Wait - Vendor with Medium impact level;Number of 'Accepted + Wait - Vendor' activities == 'Medium' where ma is the last value of impact;176;
Percentage of Accepted + Wait - Vendor by resource;Percentage of 'Accepted + Wait - Vendor' out of all cases;Abhijit:0.0;"{""Abhijit"":0.0,""Adenilson"":0.0,""Agata"":0.0,""Agnieszka"":0.0,""Akanksha"":0.0,""Alejandro"":0.0,""Alex"":0.0,""Alexander"":0.0,""Alexandre"":0.0,""Alexsandra"":0.0,""Aline"":0.0,""Anand"":0.0,""Anatolij"":0.0,""Ander"":0.0,""Anders"":0.0,""Anderson"":0.0,""Andreas"":0.0,""Angelica"":0.0,""Angelo"":1.0,""Anil"":0.0,""Anna"":0.0,""Anna-Lisa"":0.0,""Anton"":0.0,""Apryl"":0.0,""Archil"":0.0,""Astrid"":0.0,""Aurangzeb"":0.0,""Aurelien"":0.0,""Ayumi"":0.0,""Azusa"":0.0,""Berit"":0.0,""Bernard"":0.0,""Bernard Lo"":0.0,""Bertil"":0.0,""Blazej"":0.0,""Brecht"":0.0,""Bruna"":0.0,""Bryan"":0.0,""Carl"":0.0,""Caroline"":0.0,""Catherine"":0.0,""Cezary"":0.0,""Charlotte"":0.0,""Christina"":0.0,""Christoffer"":0.0,""Christopher"":0.0909090909,""Christos"":0.0,""Cristian"":0.0,""Daniel"":0.0,""Dauri"":0.0,""Davi"":0.0,""David"":0.0,""Dawid"":0.0,""Debasish"":0.0,""Denny"":0.0,""Didier Cla"":0.0,""Diego"":0.0,""Dinesh"":0.0,""Edison"":0.0,""Elena"":0.0,""Ellen"":0.0,""Ellist"":0.0,""Emil"":0.1052631579,""Eric"":0.0,""Erik"":0.0,""Eva"":0.0,""Evandro"":0.0,""Felippe"":0.0,""Filip"":0.0,""Frank"":0.0,""Fredrik"":0.0,""Frida"":0.0,""Gael"":0.0,""Gagan"":0.0,""Georges"":0.0,""Grzegorz"":0.0,""Gustavo"":0.0,""Guy"":0.0,""Halby"":0.0,""Hari"":0.0,""Hebert"":0.0,""Henk"":0.0,""Heverton"":0.0,""Himanshu"":0.0,""Howard"":0.0,""Hwei Ling"":0.0,""H\u00e5kan"":0.0,""Imran"":0.0,""Izabela"":0.0,""J Louis"":0.0,""Jacek"":0.0,""James"":0.0,""Jan"":0.0,""Janice"":0.0,""Jaroslaw"":0.0,""Jason"":0.0,""Jay"":0.0,""Jenny"":0.0,""Jeremy"":0.0,""Jeroen"":0.0,""Jinos"":0.0,""Joakim"":0.0,""Joanna"":0.0,""Joe"":0.0,""Joel"":0.0,""Johan"":0.0,""Johanna"":0.0,""John"":0.0,""Jonas"":0.0,""Jorn"":0.0,""Josef"":0.0,""Joseph"":0.0,""Josh"":0.0,""Joshua"":0.0,""Julius"":0.0,""Kamila"":0.0,""Kanumuru"":0.0,""Karolina"":0.0,""Karoly"":0.0,""Katia"":0.0285714286,""Kave"":0.0,""Kelly"":0.0,""Konrad"":0.0,""Kristoffer"":0.0,""Krzysztof"":0.0,""Kwewat"":0.0,""Kwong"":0.0,""Laleh"":0.0,""Lars"":0.0,""Laurent"":0.0,""Lierson"":0.0,""Linus"":0.0,""MUDIT"":0.0,""Malgorzata"":0.0,""Malin"":0.0,""Manuel"":0.0,""Marc"":0.0,""Marc Stephane"":0.0,""Marcin"":0.037037037,""Marco"":0.0,""Marcos"":0.0,""Marcus"":0.0,""Mario Alberto"":0.5,""Mariusz"":0.0,""Marta"":0.0,""Martin"":0.0,""Mateusz"":0.0,""Mats"":0.0,""Matt"":0.0,""Mattia"":0.0,""Mattias"":0.0,""May"":0.0,""Megha"":0.0,""Melekia"":0.0,""Micael"":0.0,""Michael"":0.0,""Mikael"":0.0,""Mike"":0.0,""Moniece"":0.0,""Monika"":0.0,""Morgan"":0.0,""Muthu"":0.0,""Mythri"":0.0,""Namita"":0.0,""Natalia"":0.0,""Nicklas"":0.0,""Nicky"":0.0,""Niklas"":0.0769230769,""Noel"":0.0,""Olga"":0.0,""Olivier"":0.0,""Olof"":0.0,""Pachha"":0.0,""Partner"":0.0,""Patricia"":0.0,""Patryk"":0.0,""Paul"":0.0,""Pawel"":0.0,""Per"":0.0,""Pernilla"":0.0,""Peter"":0.0,""Petri"":0.0,""Pia"":0.0,""Pierre"":0.0,""Piotr"":0.0,""Pongsak"":0.0,""Pontus"":0.0,""Prithi"":0.0,""Przemyslaw"":0.0,""P\u00e4r"":0.0,""Rafal"":0.0,""Ranveer"":0.0,""Rasmus"":0.0,""Renaat"":0.0,""Reza"":0.0,""Riitta"":0.0,""Robert"":0.0,""Roberto"":0.0,""Robin"":0.0,""Royal"":0.0,""Ryan"":0.0,""Sadia"":0.0,""Sam"":0.0,""Sanderson"":0.0,""Sandra"":0.0,""Sanna"":0.0,""Santosh"":0.0,""Sara"":0.0,""Sarah"":0.0,""Scott"":0.0,""Sebastian"":0.0,""Shuwen"":0.0,""Shylaja"":0.0,""Siebel"":0.0455927052,""Simon"":0.0,""Sophia"":0.0,""Sreejith"":0.0,""Subhash"":0.0,""Sudhakar Moses"":0.0,""Sudhir"":0.0,""Sue"":0.0,""Sunny"":0.0,""Sven"":0.0,""Tadeusz"":0.0,""Thierry"":0.0,""Thomas"":1.0,""Timothy"":0.0,""Tobias"":0.0,""Tomas"":0.0,""Tomasz"":0.0,""Tommi"":0.0,""Torbj\u00f6rn"":0.0,""Torkel"":0.0,""Tracy"":0.0,""Trish"":0.0,""Uguisu"":0.0,""Ulf"":0.0,""Ulrika"":0.0,""Urszula"":0.0,""Vaibhav"":0.0,""Valentin"":0.0,""Valeria"":0.0,""Vandana"":0.0,""Vanessa"":0.0,""Victor"":0.0,""Vijay"":0.0,""Vikash"":0.0,""Vinayakaiah"":0.0,""Vincent"":0.0,""Vivian"":0.0,""Wesley"":0.0,""Yoko"":0.0,""Youngchul"":0.0,""Yukie"":0.0,""Yvan"":0.0,""Zoi"":0.0}"
Number of Accepted + Wait - Vendor grouped by country;Number of 'Accepted + Wait - Vendor' activities grouped by the last value of resource country;0:290;"{""0"":290,""Australia"":0,""Belgium"":1,""Brazil"":1,""Canada"":0,""China"":0,""France"":0,""INDIA"":0,""Japan"":0,""Korea"":0,""MALAYSIA"":0,""POLAND"":2,""RUSSIAN FEDERATION"":0,""Sweden"":5,""THAILAND"":0,""USA"":0,""United Kingdom"":0}"
Percentage of Accepted + Wait - Vendor followed by Completed + Resolved;Percentage of 'Accepted + Wait - Vendor' out of all 'Completed + Resolved';0.04;
Number of Accepted + Wait - Vendor in variants containing Accepted + Assigned;Number of 'Accepted + Wait - Vendor' activities for cases where activity 'Accepted + Assigned' occurs;111;
Percentage of Accepted + Wait - Vendor in high-frequency process variants;Percentage of 'Accepted + Wait - Vendor' out of all 'Accepted + In Progress';0.03;
Average performance time of variants containing Accepted + Wait - Vendor;the average of the number of times `ACTIVITY` == 'Accepted + Wait - Vendor';0.04;
Frequency of Accepted + Wait - Vendor in problem management incidents;Percentage of 'Accepted + Wait - Vendor' out of all cases;;
Ratio of Accepted + Wait - Vendor over Accepted + Wait - Implementation;Percentage of 'Accepted + Wait - Vendor' out of all 'Accepted + Wait - Implementation';0.06;
Percentage of cases containing both Accepted + Wait - Vendor and Completed + In Call;Percentage of 'Accepted + Wait - Vendor' out of all 'Completed + In Call';0.0;
Number of Accepted + Wait - Vendor occurring after multiple Queued + Awaiting Assignment activities;Number of 'Accepted + Wait - Vendor' activities for cases where activity 'Queued + Awaiting Assignment' occurs;242;
Percentage of Accepted + Wait - Vendor that eventually lead to Completed + Cancelled;Percentage of 'Accepted + Wait - Vendor' out of all 'Completed + Cancelled';0.0;
Frequency of Accepted + Wait - Vendor in variants with performance above 1,000,000;Percentage of 'Accepted + Wait - Vendor' out of all cases;0.03;
Percentage of Accepted + Wait - Vendor that are immediately followed by another wait activity;Percentage of 'Accepted + Wait - Vendor' out of all 'Accepted + Wait - Customer';0.05;
